genome	Clade1	Clade2	Subclade	Subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	type	depth_cat	latitude_cat
AG-917-F18	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AH-287-C13	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-910-G11	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-919-F21	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-917-K20	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
SAG-MED28	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	o-100m	North Temperate
AG-337-E15	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-911-G13	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-913-I06	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-914-J05	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-918-M15	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-919-M05	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-912-P19	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-916-E17	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-914-N11	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AH-321-I23	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-422-K17	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-913-I14	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-903-M21	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AH-287-E19	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-917-E14	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-919-I13	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-899-E14	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-914-I16	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-325-E13	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-390-C22	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-390-M15	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
SAG-MED05	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	o-100m	North Temperate
AG-461-E04	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
CPC289	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA
MED1116	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA
SP27	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA
HIMB109	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB114	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	koolaupokoensis	Brandon M.S. thesis (2006)	TRUE	isolate	o-100m	Tropical
HIMB1565	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
HIMB1517	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Freel et al., (2024)	NA	isolate	o-100m	Tropical
LSUCC0723	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Lanclos et al., (2023)	NA	isolate	o-100m	North Temperate
LSUCC0664	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Lanclos et al., (2023)	NA	isolate	o-100m	North Temperate
AG-894-A09	III	IIIa	IIIa.2	IIIa.2	Pelagibacterales	Allofontibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-907-B09	III	IIIa	IIIa.2	IIIa.2	Pelagibacterales	Allofontibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
MED602	III	IIIa	IIIa.2	IIIa.2	Pelagibacterales	Allofontibacteraceae	NA	NA	Tully et al. (2018)	NA	MAG	NA	NA
IMCC9063	III	IIIa	IIIa.3	IIIa.3	Pelagibacterales	Allofontibacteraceae	NA	NA	Oh et al., (2011)	NA	isolate	NA	Arctic
LSUCC0261	III	IIIa	IIIa.3	IIIa.3	Pelagibacterales	Allofontibacteraceae	NA	NA	Lanclos et al., (2023)	NA	isolate	o-100m	North Temperate
LSUCC0530	III	IIIb	IIIb	IIIb.16_LD12	Pelagibacterales	Allofontibacteraceae	Allofontibacter	communis	Henson et al., (2018)	TRUE	isolate	o-100m	North Temperate
ME-33	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	o-100m	North Temperate
ME-31	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	o-100m	North Temperate
ME-17	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	o-100m	North Temperate
ME-20	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	o-100m	North Temperate
ME-18	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	o-100m	North Temperate
MiE-29	III	IIIb	IIIb	IIIb.9	Pelagibacterales	Allofontibacteraceae	Allofontibacter	abundans	Fernandes et al., (2025)	NA	isolate	o-100m	North Temperate
MKE-138	III	IIIb	IIIb	IIIb.9	Pelagibacterales	Allofontibacteraceae	Allofontibacter	abundans	Fernandes et al., (2025)	NA	isolate	o-100m	North Temperate
AG-337-G06	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-894-A11	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-900-K14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-422-B15	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-439-D15	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-896-A02	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-899-O02	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-905-D16	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-895-F07	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-920-L11	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-909-G09	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-919-N17	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-422-C21	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-911-E02	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-893-M03	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-892-M06	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-891-J04	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-426-I21	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-901-G03	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-919-P09	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AH-287-F15	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-457-M14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-461-P14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-900-M14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-337-G11	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-894-K15	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AAA795-D22	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Luo et al., (2015); Thompson et al., (2019)	NA	SAG	o-100m	Tropical
AG-447-O23	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-426-P08	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AH-321-N11	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AH-324-K07	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-390-O04	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-325-C18	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-359-P18	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
SAG-MED13	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	o-100m	North Temperate
AG-325-L02	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
SAG-MED47	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	o-100m	North Temperate
AG-325-L05	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-390-M07	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
SAG-MED01	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	o-100m	North Temperate
AG-333-D08	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100-200m	Tropical
AG-447-N08	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-410-L19	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-447-K09	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-359-F04	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-426-I10	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-410-K05	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-892-C18	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-914-L04	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-447-L14	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-893-P10	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-325-G21	I	Ib	Ib.5	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-430-G11	I	Ib	Ib.5	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-916-J11	I	Ib	Ib.5	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-913-C02	I	Ib	Ib.5	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-390-G13	I	Ib	Ib.5	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-439-C18	I	Ib	Ib.5	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-333-K06	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100-200m	Tropical
AG-430-J21	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-892-K09	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-895-G15	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-414-B08	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100-200m	North Temperate
AG-439-B12	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-439-E23	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
AG-426-C04	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-439-G19	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	Tropical
ARS1016	I	Ib	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Tully et al. (2018)	NA	MAG	NA	NA
AG-905-E11	I	Ib	Ib.2.a	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-913-O18	I	Ib	Ib.2.a	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-426-K09	I	Ib	Ib.2.a	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-447-N21	I	Ib	Ib.2.a	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	South Temperate
AG-404-J20	I	Ib	Ib.2.b	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-898-P13	I	Ib	Ib.2.b	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-920-I23	I	Ib	Ib.2.b	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-404-B04	I	Ib	Ib.2.b	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-333-N15	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100-200m	Tropical
AG-365-L04	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-365-O14	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-404-O05	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-430-K07	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-892-L05	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-414-L04	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	100-200m	North Temperate
AG-464-P13	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	>200m	South Temperate
AG-404-O18	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-430-B09	I	Ia	Ia.1	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
AG-430-A11	I	Ia	NA	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	o-100m	North Temperate
GCF_000006905.1_ASM690v1_genomic	outgroup	NA	NA	NA	Caulobacterales	Caulobacteraceae	Caulobacter	vivbrioides	NA	NA	isolate	NA	NA
GCF_000014745.1_ASM1474v1_genomic	outgroup	NA	NA	NA	Caulobacterales	Maricaulaceae	Maricaulis	maris	NA	NA	isolate	NA	NA
GCF_003324715.1_ASM332471v1_genomic	outgroup	NA	NA	NA	Rhodobacterales	Rhodobacteraceae	Cereibacter	sphaeroides	NA	NA	isolate	NA	NA
GCF_000006965.1_ASM696v1_genomic	outgroup	NA	NA	NA	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	melioti	NA	NA	isolate	NA	NA
GCF_000017145.1_ASM1714v1_genomic	outgroup	NA	NA	NA	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	medicae	NA	NA	isolate	NA	NA
GCF_000007125.1_ASM712v1_genomic	outgroup	NA	NA	NA	Hyphomicrobiales	Brucellaceae	Brucella	melitensis	NA	NA	isolate	NA	NA
GCF_000054005.1_ASM5400v1_genomic	outgroup	NA	NA	NA	Hyphomicrobiales	Brucellaceae	Brucella	abortus	NA	NA	isolate	NA	NA
GCF_000026145.1_ASM2614v1_genomic	outgroup	NA	NA	NA	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	sp.	NA	NA	isolate	NA	NA
GCF_001642675.1_ASM164267v1_genomic	outgroup	NA	NA	NA	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	diazoefficiens	NA	NA	isolate	NA	NA
GCF_000186705.1_ASM18670v1_genomic	outgroup	NA	NA	NA	Sphingomonadales	Sphingomonadaceae	Citromicrobium	sp.	NA	NA	isolate	NA	NA
GCF_000375545.1_ASM37554v1_genomic	outgroup	NA	NA	NA	Kordiimonadales	Temperatibacteraceae	Kordiimonas	gwangyangensis	NA	NA	isolate	NA	NA
GCF_000616095.1_ASM61609v1_genomic	outgroup	NA	NA	NA	Sneathiellales	Sneathiellaceae	Sneathiella	glossodoripedis	NA	NA	isolate	NA	NA
GCF_000311765.1_ASM31176v1_genomic	outgroup	NA	NA	NA	Rhodospirillales	Acetobacteraceae	Gluconobacter	oxydans	NA	NA	isolate	NA	NA
GCF_000427665.1_ASM42766v1_genomic	outgroup	NA	NA	NA	Rhodospirillales	Geminicoccaceae	Geminicoccus	roseus	NA	NA	isolate	NA	NA
GCF_000423185.1_ASM42318v1_genomic	outgroup	NA	NA	NA	Rhodospirillales	Azospirillaceae	Inquilinus	limosus	NA	NA	isolate	NA	NA
GCF_000190415.1_ASM19041v1_genomic	outgroup	NA	NA	NA	Horosporales	Holosporaceae	Odyssella	thessalonicensis	NA	NA	isolate	NA	NA
GCF_000013125.1_ASM1312v1_genomic	outgroup	NA	NA	NA	Rickettsiales	Anaplasmataceae	Anaplasma	phagocytophilum	NA	NA	isolate	NA	NA
GCF_000013165.1_ASM1316v1_genomic	outgroup	NA	NA	NA	Rickettsiales	Anaplasmataceae	Ehrlichia	sennetsu	NA	NA	isolate	NA	NA
GCF_000063545.1_ASM6354v1_genomic	outgroup	NA	NA	NA	Rickettsiales	Rickettsiaceae	Orientia	tsutsugamushi	NA	NA	isolate	NA	NA
GCF_000388175.3_ASM38817v3_genomic	outgroup	NA	NA	NA	Horosporales	Holosporaceae	Holospora	undulata	NA	NA	isolate	NA	NA
