genome	Clade1	Clade2	Subclade	Subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	type	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
AG-913-L03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-B14	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-426-M05	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	GFST	Westerlies - Gulf Stream Province	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst GFST; inferred waterbody North Atlantic Ocean
HIMB2304	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-908-C18	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HIMB1409	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1413	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB2250	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-913-M13	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-422-B22	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-447-L03	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-892-F02	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-M14	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
FZCC0015	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Zhao et al., (2018)	NA	isolate	NA	northern_temperate	CHIN	Coastal - China Sea Coastal Province	marine	East China Sea	Zhao et al., (2018); coordinate in table; Longhurst CHIN; inferred waterbody East China Sea
AG-892-L17	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HIMB083	I	Ia	Ia.3.V	Ia.3.V	Pelagibacterales	Pelagibacteraceae	Xanthipelagibacter	aumoanae	Brandon M.S. thesis (2006)	TRUE	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Brandon M.S. thesis (2006); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-390-C17	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-447-K11	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
HIMB1685	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1559	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1597	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1587	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1573	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1490	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1491	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1765	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1494	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1495	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1593	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1509	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-898-C07	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HIMB1485	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1492	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1493	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1518	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1770	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1507	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1526	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1552	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1641	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1636	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1702	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1710	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1556	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	huakaii	Freel et al. (2024)	TRUE	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al. (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1748	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1662	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1723	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB140	I	Ia	Ia.3.VI	Ia.3.VI	Pelagibacterales	Pelagibacteraceae	Ampluspelagibacter	NA	Brandon M.S. thesis (2006)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Brandon M.S. thesis (2006); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
